age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous_contacts,previous_campaign_outcome,employment_variation_rate,consumer_price_index,consumer_confidence_index,euribor_3m_rate,number_of_employees,subscribed,contacted_before
52,white-collar,married,university.degree,no,no,no,cellular,aug,mon,268,1,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,no
80,not-working,divorced,basic.4y,no,no,yes,cellular,jul,thu,169,2,2,success,-1.7,94.215,-40.3,0.899,4991.6,1,yes
58,skilled-labor,married,basic.4y,no,no,no,telephone,jun,fri,247,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,no
52,skilled-labor,married,professional.course,no,yes,no,cellular,jun,mon,268,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,no
24,not-working,single,high.school,no,yes,yes,cellular,aug,fri,298,1,0,nonexistent,-2.9,92.201,-31.4,0.849,5076.2,0,no
48,skilled-labor,married,high.school,no,yes,no,telephone,may,fri,360,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
37,white-collar,married,high.school,no,no,no,cellular,jun,wed,671,3,0,nonexistent,-1.7,94.055,-39.8,0.739,4991.6,1,no
43,skilled-labor,married,university.degree,no,yes,no,cellular,aug,mon,134,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
45,white-collar,divorced,university.degree,no,yes,no,cellular,may,tue,351,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,no
49,skilled-labor,divorced,high.school,no,no,no,cellular,jul,thu,123,2,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,no
55,white-collar,married,basic.9y,no,yes,no,cellular,jul,wed,90,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,473,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
35,blue-collar,single,high.school,no,no,no,cellular,oct,fri,622,1,1,success,-3.4,92.431,-26.9,0.73,5017.5,0,yes
31,skilled-labor,single,high.school,no,yes,no,cellular,jul,thu,45,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
53,skilled-labor,single,professional.course,no,no,no,cellular,jul,tue,114,1,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
50,white-collar,single,university.degree,no,yes,no,telephone,may,fri,184,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
31,blue-collar,single,high.school,no,no,no,cellular,jul,wed,166,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
36,white-collar,single,university.degree,no,no,no,cellular,jul,thu,67,6,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
35,blue-collar,single,professional.course,no,no,yes,telephone,may,wed,600,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
43,white-collar,married,university.degree,no,no,no,cellular,aug,wed,94,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
35,skilled-labor,married,professional.course,no,no,yes,cellular,jul,mon,554,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
28,blue-collar,single,high.school,no,no,no,cellular,mar,thu,247,1,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,0,no
44,blue-collar,married,high.school,no,yes,no,telephone,may,mon,592,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
32,not-working,married,basic.4y,no,yes,no,cellular,apr,fri,531,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
34,white-collar,single,high.school,no,yes,no,telephone,may,wed,199,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
50,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,93,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
52,not-working,divorced,high.school,no,yes,yes,cellular,aug,tue,99,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
29,not-working,single,university.degree,no,yes,no,cellular,may,mon,556,1,1,failure,-1.8,93.876,-40.0,0.685,5008.7,1,no
35,white-collar,divorced,university.degree,no,yes,no,cellular,aug,wed,108,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
34,skilled-labor,married,university.degree,no,no,no,telephone,may,tue,111,10,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
44,blue-collar,single,professional.course,no,yes,no,cellular,may,mon,64,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,no
39,skilled-labor,divorced,high.school,no,yes,no,telephone,may,thu,209,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
31,white-collar,single,university.degree,no,no,no,telephone,jun,fri,109,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
38,white-collar,married,university.degree,no,yes,no,telephone,may,tue,47,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
24,white-collar,single,university.degree,no,yes,no,cellular,jun,wed,151,7,1,failure,-2.9,92.963,-40.8,1.244,5076.2,0,no
44,white-collar,married,university.degree,no,yes,no,cellular,may,fri,69,1,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
46,white-collar,married,university.degree,no,no,no,telephone,jul,tue,53,6,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
50,self-employed,married,university.degree,no,yes,no,cellular,aug,tue,123,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
31,skilled-labor,married,basic.9y,no,yes,no,telephone,jun,mon,277,1,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,no
33,skilled-labor,married,high.school,no,no,yes,telephone,may,wed,425,1,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
34,white-collar,married,high.school,no,no,no,cellular,nov,thu,1598,4,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,no
45,white-collar,married,basic.9y,no,yes,yes,telephone,may,thu,254,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
54,skilled-labor,married,professional.course,no,yes,no,cellular,nov,tue,149,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
39,white-collar,single,basic.9y,no,no,yes,telephone,nov,mon,33,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
35,white-collar,married,high.school,no,no,no,telephone,jun,thu,193,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
52,white-collar,divorced,high.school,no,yes,no,cellular,nov,fri,127,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
22,skilled-labor,single,basic.4y,no,no,yes,telephone,jun,thu,58,1,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,no
26,blue-collar,single,high.school,no,yes,no,cellular,jul,fri,115,1,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,no
56,skilled-labor,married,professional.course,no,no,yes,telephone,may,fri,73,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
21,blue-collar,single,high.school,no,no,no,cellular,jul,fri,222,2,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,0,no
59,white-collar,married,university.degree,no,yes,no,telephone,mar,wed,133,7,0,nonexistent,-1.8,93.369,-34.8,0.644,5008.7,0,no
27,skilled-labor,single,university.degree,no,no,yes,cellular,nov,wed,342,1,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,1,no
44,white-collar,single,high.school,no,no,no,telephone,may,wed,84,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
28,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,180,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
32,skilled-labor,married,high.school,no,yes,no,cellular,nov,thu,282,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
34,blue-collar,single,university.degree,no,no,no,telephone,may,fri,62,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
50,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,119,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
41,self-employed,married,university.degree,no,no,no,cellular,aug,thu,314,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
42,white-collar,married,university.degree,no,yes,no,cellular,may,mon,230,6,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,0,no
57,skilled-labor,single,professional.course,no,yes,no,telephone,jun,thu,451,2,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,no
66,white-collar,married,university.degree,no,no,no,cellular,may,mon,98,4,1,success,-1.8,92.893,-46.2,1.354,5099.1,0,yes
51,skilled-labor,divorced,professional.course,no,yes,no,telephone,may,mon,150,7,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
29,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,822,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,no
34,skilled-labor,married,professional.course,no,yes,no,cellular,aug,fri,189,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
26,not-working,single,basic.9y,no,yes,no,cellular,mar,mon,1447,2,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,1,no
36,white-collar,married,university.degree,no,yes,no,cellular,oct,wed,825,1,1,success,-3.4,92.431,-26.9,0.735,5017.5,1,yes
24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,101,6,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,no
44,skilled-labor,married,professional.course,no,yes,no,cellular,apr,wed,56,1,1,failure,-1.8,93.075,-47.1,1.415,5099.1,0,no
36,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,81,2,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,no
29,skilled-labor,single,university.degree,no,yes,no,cellular,jun,wed,165,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,no
35,skilled-labor,married,basic.6y,no,no,no,cellular,may,mon,392,2,2,success,-1.8,92.893,-46.2,1.354,5099.1,1,yes
47,skilled-labor,married,professional.course,no,no,no,cellular,jul,mon,208,10,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
50,blue-collar,divorced,high.school,no,no,no,cellular,nov,wed,136,2,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
18,not-working,single,high.school,no,yes,yes,cellular,mar,tue,103,1,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,0,no
45,skilled-labor,married,basic.6y,no,no,no,cellular,may,tue,58,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,no
30,skilled-labor,single,university.degree,no,no,yes,cellular,aug,tue,729,4,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
27,white-collar,single,university.degree,no,yes,no,cellular,may,thu,1543,4,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,no
45,not-working,divorced,university.degree,no,yes,no,cellular,jul,tue,372,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,no
28,not-working,single,high.school,no,yes,yes,cellular,jul,mon,154,1,2,failure,-1.7,94.215,-40.3,0.827,4991.6,0,no
43,white-collar,married,basic.6y,no,no,no,cellular,apr,wed,121,1,1,failure,-1.8,93.075,-47.1,1.415,5099.1,0,no
38,skilled-labor,divorced,professional.course,no,yes,no,telephone,jun,fri,212,8,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
42,self-employed,married,university.degree,no,yes,no,cellular,nov,fri,58,1,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,no
54,white-collar,married,university.degree,no,yes,no,cellular,jul,wed,281,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
50,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,fri,5,7,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,no
23,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,58,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,no
32,white-collar,single,university.degree,no,yes,no,cellular,aug,tue,96,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
44,white-collar,single,high.school,no,yes,no,cellular,may,wed,728,1,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,no
30,skilled-labor,single,professional.course,no,yes,no,telephone,may,fri,120,3,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
30,white-collar,single,university.degree,no,no,yes,telephone,jul,mon,100,11,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
32,skilled-labor,single,university.degree,no,yes,no,cellular,may,tue,51,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
27,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,310,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
50,white-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,128,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
39,skilled-labor,single,university.degree,no,yes,no,cellular,aug,wed,224,1,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0,no
49,white-collar,married,university.degree,no,no,no,cellular,jun,mon,164,1,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,0,no
32,self-employed,single,university.degree,no,yes,no,cellular,nov,wed,199,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
30,skilled-labor,single,university.degree,no,no,yes,cellular,aug,fri,1197,6,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
36,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,245,1,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,no
30,skilled-labor,single,university.degree,no,no,no,cellular,jul,mon,89,20,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,no
33,skilled-labor,single,professional.course,no,no,no,cellular,jul,thu,140,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
38,white-collar,single,university.degree,no,yes,yes,cellular,aug,mon,1504,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
60,not-working,married,professional.course,no,yes,yes,cellular,jul,thu,95,4,2,success,-1.7,94.215,-40.3,0.899,4991.6,0,yes
36,blue-collar,married,high.school,no,no,no,telephone,jun,thu,197,1,0,nonexistent,1.4,94.465,-41.8,4.955,5228.1,0,no
40,white-collar,single,university.degree,no,no,no,telephone,may,wed,244,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
55,skilled-labor,married,high.school,no,no,yes,cellular,jul,thu,371,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
25,skilled-labor,single,high.school,no,yes,no,cellular,oct,thu,260,2,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,1,no
30,blue-collar,single,high.school,no,no,no,telephone,jul,wed,71,1,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,0,no
34,white-collar,married,university.degree,no,yes,yes,cellular,aug,tue,80,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
55,white-collar,married,university.degree,no,yes,yes,cellular,nov,mon,81,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
48,skilled-labor,married,basic.9y,no,yes,yes,cellular,jul,wed,51,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
34,white-collar,married,university.degree,no,no,no,cellular,may,wed,1576,1,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0,no
41,skilled-labor,single,professional.course,no,yes,no,telephone,may,thu,294,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
35,skilled-labor,married,professional.course,no,yes,no,telephone,jun,fri,366,1,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,no
34,white-collar,married,university.degree,no,no,yes,cellular,nov,thu,116,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
46,skilled-labor,married,professional.course,no,no,no,telephone,jun,fri,215,1,1,failure,-2.9,92.963,-40.8,1.268,5076.2,0,no
52,self-employed,married,basic.9y,no,yes,no,cellular,nov,mon,67,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
52,skilled-labor,married,professional.course,no,yes,no,cellular,aug,tue,425,2,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,no
36,skilled-labor,married,university.degree,no,yes,no,cellular,aug,fri,167,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,no
37,self-employed,single,university.degree,no,yes,no,telephone,may,mon,744,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
29,white-collar,married,university.degree,no,no,no,telephone,jun,wed,300,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
47,skilled-labor,single,basic.9y,no,no,no,telephone,may,mon,10,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
44,self-employed,married,university.degree,no,yes,no,cellular,apr,fri,1034,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
42,white-collar,single,high.school,no,yes,no,cellular,apr,fri,392,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,no
32,not-working,single,university.degree,no,yes,no,telephone,jun,mon,295,2,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,no
48,white-collar,married,high.school,no,no,no,cellular,may,fri,322,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
38,blue-collar,single,basic.9y,no,no,yes,cellular,may,wed,222,2,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,no
25,skilled-labor,single,basic.9y,no,yes,no,cellular,may,fri,14,4,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
56,skilled-labor,divorced,professional.course,no,yes,no,telephone,jul,fri,159,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
42,blue-collar,divorced,basic.6y,no,yes,no,cellular,may,wed,16,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,no
31,white-collar,single,university.degree,no,yes,no,cellular,may,mon,274,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,no
36,self-employed,married,university.degree,no,no,no,cellular,apr,thu,211,2,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
32,skilled-labor,married,professional.course,no,no,yes,telephone,may,mon,142,3,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
32,white-collar,single,university.degree,no,yes,no,cellular,apr,thu,83,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
44,white-collar,married,high.school,no,no,no,telephone,may,tue,263,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
59,blue-collar,married,basic.9y,no,yes,no,cellular,nov,thu,370,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
41,white-collar,married,high.school,no,yes,no,cellular,nov,mon,353,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
41,skilled-labor,married,basic.9y,no,no,no,telephone,may,tue,157,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
26,not-working,single,basic.9y,no,yes,no,cellular,aug,wed,582,1,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,no
41,blue-collar,married,basic.4y,no,yes,no,cellular,may,fri,302,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,no
44,blue-collar,married,basic.4y,no,no,no,cellular,aug,mon,484,2,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,no
35,skilled-labor,married,professional.course,no,no,no,telephone,may,thu,504,3,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
35,skilled-labor,single,high.school,no,yes,no,cellular,may,thu,66,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,no
41,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,604,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
35,white-collar,married,university.degree,no,no,no,cellular,dec,tue,554,1,0,nonexistent,-3.0,92.713,-33.0,0.707,5023.5,0,no
33,white-collar,single,high.school,no,no,no,telephone,jun,thu,15,1,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,0,no
51,self-employed,married,university.degree,no,no,no,telephone,nov,mon,81,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
46,skilled-labor,single,basic.9y,no,no,no,cellular,apr,thu,221,2,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,no
27,white-collar,single,high.school,no,no,no,cellular,apr,thu,229,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
37,white-collar,divorced,university.degree,no,yes,no,cellular,may,tue,918,1,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,no
40,skilled-labor,single,university.degree,no,no,no,cellular,nov,mon,984,5,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,no
48,self-employed,married,professional.course,no,no,no,telephone,jun,fri,804,12,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
43,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,fri,1242,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
49,skilled-labor,married,high.school,no,yes,no,cellular,may,mon,165,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
31,skilled-labor,single,university.degree,no,yes,no,cellular,aug,thu,34,6,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
37,skilled-labor,married,professional.course,no,no,no,telephone,may,tue,34,4,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
56,skilled-labor,divorced,professional.course,no,no,no,cellular,oct,mon,464,1,2,success,-1.1,94.601,-49.5,1.0,4963.6,1,yes
57,white-collar,married,university.degree,no,yes,yes,cellular,nov,tue,609,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,1,no
58,skilled-labor,married,professional.course,no,no,no,cellular,nov,thu,321,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,no
37,skilled-labor,single,professional.course,no,yes,no,cellular,aug,thu,17,8,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,no
32,skilled-labor,single,university.degree,no,yes,no,cellular,aug,wed,240,2,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,1,no
43,white-collar,divorced,high.school,no,yes,no,cellular,nov,mon,488,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
58,skilled-labor,divorced,basic.9y,no,no,no,cellular,may,mon,128,1,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,no
41,blue-collar,divorced,basic.6y,no,yes,no,telephone,jun,mon,36,1,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,no
68,not-working,married,high.school,no,no,no,cellular,nov,mon,1248,2,1,failure,-3.4,92.649,-30.1,0.714,5017.5,1,no
35,white-collar,divorced,high.school,no,no,no,cellular,nov,mon,49,3,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,no
32,skilled-labor,single,professional.course,no,no,no,cellular,jul,tue,769,4,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,no
35,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,406,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,no
41,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,442,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
58,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,64,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,no
41,skilled-labor,divorced,high.school,no,yes,no,cellular,may,fri,380,4,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
51,skilled-labor,married,professional.course,no,yes,yes,telephone,may,mon,246,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
56,not-working,married,university.degree,no,yes,no,cellular,nov,fri,189,2,0,nonexistent,-1.1,94.767,-50.8,1.028,4963.6,0,no
31,white-collar,single,university.degree,no,yes,no,cellular,aug,fri,961,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,no
59,blue-collar,married,basic.4y,no,yes,no,cellular,oct,tue,518,2,1,success,-3.4,92.431,-26.9,0.737,5017.5,1,yes
32,blue-collar,married,basic.4y,no,no,yes,cellular,may,thu,80,4,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,no
35,skilled-labor,single,university.degree,no,yes,no,cellular,aug,tue,113,3,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,no
52,white-collar,divorced,high.school,no,no,no,cellular,jul,fri,87,5,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,no
32,white-collar,married,university.degree,no,no,no,cellular,aug,wed,500,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
47,self-employed,divorced,university.degree,no,yes,no,telephone,may,fri,354,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,no
25,not-working,married,high.school,no,yes,no,cellular,mar,wed,436,2,1,success,-1.8,93.369,-34.8,0.651,5008.7,1,yes
38,skilled-labor,married,high.school,no,no,no,cellular,jul,thu,127,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,no
38,self-employed,married,basic.9y,no,yes,no,telephone,may,fri,103,5,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,no
34,white-collar,single,high.school,no,no,no,telephone,may,thu,80,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,no
41,self-employed,married,university.degree,no,yes,no,telephone,may,fri,691,10,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,no
38,skilled-labor,married,professional.course,no,yes,no,telephone,may,fri,167,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,no
36,skilled-labor,married,high.school,no,yes,no,telephone,may,wed,229,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,no
41,skilled-labor,divorced,basic.4y,no,yes,no,telephone,may,tue,725,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,no
32,not-working,married,university.degree,no,no,no,cellular,nov,wed,154,3,1,failure,-0.1,93.2,-42.0,4.12,5195.8,0,no
47,blue-collar,married,basic.6y,no,yes,no,cellular,aug,fri,167,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
49,white-collar,married,basic.9y,no,no,yes,cellular,aug,wed,100,1,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,no
54,skilled-labor,married,basic.9y,no,no,no,telephone,jun,fri,63,9,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,no
55,white-collar,married,university.degree,no,no,no,telephone,jun,fri,44,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,no
30,white-collar,married,university.degree,no,yes,no,cellular,jul,wed,280,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,no
46,self-employed,married,university.degree,no,yes,yes,cellular,apr,thu,285,5,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,no
25,white-collar,single,university.degree,no,yes,no,telephone,nov,mon,107,2,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,0,no
35,white-collar,married,professional.course,no,no,no,cellular,nov,wed,616,2,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,no
34,white-collar,married,university.degree,no,yes,no,cellular,may,fri,159,1,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,196,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,no
35,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,169,2,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,no
25,skilled-labor,single,high.school,no,yes,no,telephone,jul,thu,312,2,2,failure,-1.7,94.215,-40.3,0.81,4991.6,0,no
